"annotation_id","annotator","appVersion","created_at","id","lead_time","replyContent","reviewId","score","sentiment","text","thumbsUpCount","updated_at"
75,"1",23.2,"2024-11-04T19:36:44.448606Z",71,1.402,"Hai Riskawati Rahim! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","f831593f-13fe-4daa-b730-ea063256566a",5,"Neutral","Mantap",0,"2024-11-04T19:36:44.448606Z"
76,"1",23.2,"2024-11-04T19:36:46.233177Z",72,1.101,"Hai beni tricahyono! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","e12304f7-524b-4c1c-b59f-1a5395348922",5,"Positive","Mantap mudah berobat",0,"2024-11-04T19:36:46.233177Z"
77,"1",23.2,"2024-11-04T19:36:49.167448Z",73,1.944,"Hai Robert Silaen! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","38b1d048-37a9-4d43-8134-d5dc90893a59",5,"Positive","Terimakasih halo doc untuk bantuan resep obatnya",0,"2024-11-04T19:36:49.167448Z"
78,"1",23.2,"2024-11-04T19:36:50.918689Z",74,1.121,"Hai Irda nur Maya sari! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","08af9b3f-154e-4955-8cc6-09756ec11a69",5,"Positive","Ngebantu banget 🤍",0,"2024-11-04T19:36:50.918689Z"
79,"1",23.2,"2024-11-04T19:36:55.470811Z",75,1.042,"Hai wahyudi sutanto! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","318aa201-ddb5-403e-8f35-c896feb887c3",5,"Positive","Good",0,"2024-11-04T19:36:55.470811Z"
80,"1",23.2,"2024-11-04T19:36:58.638165Z",76,2.514,"Hai Aqidah Khoirotin Nikmah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","79ea2603-6ae8-4a7e-a28b-a1fbea75e066",4,"Positive","Bermanfaat bagi yg mau konsul dr rumah saja",0,"2024-11-04T19:36:58.638165Z"
81,"1",23.2,"2024-11-04T19:37:01.139146Z",77,1.774,"Hai Yanuar Prayoga! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","4fa7bf1f-b3f0-45f6-9313-1e3212275f1b",5,"Positive","Aplikasinya sederhana, mudah dipahami, dokterna ramah, fast respon, terima kasih halodoc",0,"2024-11-04T19:37:01.139146Z"
82,"1","","2024-11-04T19:37:03.623198Z",78,1.847,"Hai Pikri J Zena! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","3eeb1823-6781-4d50-b4e1-6b63f31366cf",5,"Positive","Bagus",0,"2024-11-04T19:37:03.623198Z"
83,"1",23.2,"2024-11-04T19:37:05.707161Z",79,1.27,"Hai Diah Mirzam! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","082d1158-0c47-436b-9617-b3097a60616f",5,"Positive","Terimakasih sudah menjembatani saya dengan dokter2 baik",0,"2024-11-04T19:37:05.707161Z"
84,"1",23.1,"2024-11-04T19:37:07.641813Z",80,1.173,"Hai PROJECT FERA! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","877f9128-287e-4fb9-b512-d0e137ae128c",5,"Positive","Keren",0,"2024-11-04T19:37:07.641813Z"
85,"1",23.2,"2024-11-04T19:37:12.842842Z",81,3.592,"Hai Ahmad Yusuf! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.","0098dd7f-bcc9-4389-a9ac-75d17195cca7",1,"Negative","Makin ribet ahhh klaim pengobatan gara2 print kwitansi kurang jelas jadi susah cair penggatian dana pengobatan. Pake aplikasi malah bikin sulit",0,"2024-11-04T19:37:12.842842Z"
86,"1",23.2,"2024-11-04T19:37:15.211418Z",82,1.594,"Hai solehhudin thaib! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","d35cb36c-7f6a-44ec-ae22-98f45628825d",4,"Positive","Sangat membantu",0,"2024-11-04T19:37:15.211418Z"
87,"1",23.2,"2024-11-04T19:37:19.046482Z",83,3.104,"Hai Bagus Pribadi! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","d5d7db06-3fed-4e86-bf9b-17cc11cf4ccf",5,"Positive","Sangat membantu konsultasi sakit yg diderita thks",0,"2024-11-04T19:37:19.046482Z"
88,"1",23.1,"2024-11-04T19:37:21.029316Z",84,1.283,"Hai Zuhrotul Adawiyah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","1e6ae0b3-0bd9-40c8-95bf-da5bd2a6afc5",5,"Positive","Baik banget responnya cepat",0,"2024-11-04T19:37:21.029316Z"
89,"1","","2024-11-04T19:37:23.147408Z",85,1.505,"Hai Fitri yana! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","fb953303-7983-4b5c-b648-900018f28977",5,"Positive","Pelayanan sangat baik",0,"2024-11-04T19:37:23.147408Z"
90,"1",23.2,"2024-11-04T19:37:27.648908Z",86,2.96,"Hai Wino Winarno! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","ca867f63-8b00-4e0c-a343-cc9fc33013a9",5,"Positive","Baru setengah jam pesan, sudah sampe barangnya. Sama ada konsulnya walau simple.",0,"2024-11-04T19:37:27.648908Z"
91,"1",23.2,"2024-11-04T19:37:30.000112Z",87,1.527,"Hai Selva Octami! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","eca82616-8e3d-4c77-91d9-1d483890ba04",5,"Positive","sungguh membantu para working mom thank you halo doc!",0,"2024-11-04T19:37:30.000112Z"
92,"1",23.2,"2024-11-04T19:37:34.018272Z",88,3.324,"Hai Hari Yono! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.
","e201d0a5-1422-4995-a231-06bbe8f86f73",2,"Neutral","Ku kira tanya jawabnya gratis. Ternyata bayar.",0,"2024-11-04T19:37:34.018272Z"
93,"1",23.2,"2024-11-04T19:37:36.251994Z",89,1.61,"Hai Novita Emerald! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!
","9444fcb9-6677-44be-8614-0488f6bf09bd",5,"Positive","Sangat membantu",0,"2024-11-04T19:37:36.251994Z"
94,"1",22.901,"2024-11-04T19:37:38.035032Z",90,1.172,"Hai Chandra Prasetyo! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!

","83a9050b-1ad6-49f3-963d-d108ccc5b8cd",5,"Positive","Respon dokter cepat",0,"2024-11-04T19:37:38.035032Z"
95,"1",23.2,"2024-11-04T19:37:40.987086Z",91,2.263,"Hai Fitri Nuryanti! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.","491f2646-d19e-41e1-8843-8dec03e4f85e",1,"Negative","baru kali ini kecewa pakai halodoc, respon dr lama sekali belum konsultasi apa2 sesi sudah keburu habis sama waktu. Sangat merugi 👎",1,"2024-11-04T19:37:40.987086Z"
96,"1",23.2,"2024-11-04T19:37:43.988558Z",92,2.114,"Hai Lina Herlina! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","7761d6d1-f8a8-48d3-9b32-9b00b43e57b1",5,"Positive","Konsultasi nyaman.",0,"2024-11-04T19:37:43.988558Z"
97,"1",23.2,"2024-11-04T19:37:47.973356Z",93,3.344,"Hai Intan Apriliya! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi CS kami melalui nomor tlp +6221-5095-9900 atau email help@halodoc.com. Terima kasih sudah menggunakan Halodoc.","a3146206-9454-47b7-9fb1-08ce0fd7584d",1,"Negative","Harusnya bintang 0 aja ga sih, udah bayar mahal dokter ga ada responnya, buang2 duit Tolong pengembalian dana nya",0,"2024-11-04T19:37:47.973356Z"
98,"1","","2024-11-04T19:37:50.573226Z",94,1.452,"Hai Sevant galaxy! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","2e9308e2-aedf-4fd1-ae2e-1151b7069459",5,"Neutral","Mantap",0,"2024-11-04T19:37:50.573226Z"
99,"1",23.2,"2024-11-04T19:37:56.543224Z",95,7.713000000000001,"Hai azman muhammad! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","b79186d5-6635-4cf9-93d8-39deafbcc430",5,"Neutral","aplikasi bagus untuk konsultasi dengan dokter tapi waktu yang diberikan cuma sebentar",0,"2024-11-04T19:37:59.294303Z"
100,"1","","2024-11-04T19:38:01.011169Z",96,1.141,"Hai andrian andrian! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","08cb0eb6-87ba-4c0b-8a2b-28e6554a1486",5,"Neutral","seep",0,"2024-11-04T19:38:01.011169Z"
101,"1",23.2,"2024-11-04T19:38:03.112563Z",97,1.33,"Hai Puteri Ramdhani! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","1aaf3bd0-d57f-49dc-93a2-7a6b9a8faece",5,"Positive","Nice aplikasi",0,"2024-11-04T19:38:03.112563Z"
102,"1",23.2,"2024-11-04T19:38:06.346611Z",98,2.368,"Hai Aulia Lim! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","e586b507-e286-4685-8ce2-7b19fbe08709",5,"Positive","Sangat membantu & ramah dokternya",0,"2024-11-04T19:38:06.346611Z"
103,"1",23.2,"2024-11-04T19:38:08.981247Z",99,1.927,"Hai Fahman Ritonga! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","06ecb8e9-8a85-4510-9fb6-df277847bfe7",5,"Positive","Mantap",0,"2024-11-04T19:38:08.981247Z"
104,"1",23.2,"2024-11-04T19:38:11.400852Z",100,1.766,"Hai Mutmainnah! Terima kasih sudah menggunakan Halodoc. Jangan lupa untuk jaga kesehatanmu dengan Halodoc. Semoga kamu sehat selalu!","3c856aed-ac67-44ec-baeb-0b8474c08dcc",5,"Positive","Baik",0,"2024-11-04T19:38:11.400852Z"
